Vendor   ,Product_Name                 ,Model                                    ,Description                                                                               ,Cost         ,Product_URL
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 20kg-1mg CLF1 No Cert TR ,20kg-1mg Calibration Weight Set OIML Class F1 without a Certificate                       ,"$12,331.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-20kg-1mg-CLF1-No-Cert-TR/p/80780431
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 20kg-1mg CLF2 Accrd TR   ,20kg-1mg Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate    ,"$13,246.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-20kg-1mg-CLF2-Accrd-TR/p/30390833
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 20kg-1mg CLF2 No Cert TR ,20kg-1mg Calibration Weight Set OIML Class F2 without a Certificate                       ,"$10,970.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-20kg-1mg-CLF2-No-Cert-TR/p/30390810
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2kg-1g CLE1 Accrd TR     ,2kg-1g Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate      ,"$9,374.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2kg-1g-CLE1-Accrd-TR/p/30390913
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2kg-1g CLE2 Accrd TR     ,2kg-1g Certified Calibration Weight Set OIML Class E2 with an Accredited Certificate      ,"$5,356.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2kg-1g-CLE2-Accrd-TR/p/80780398
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2kg-1g CLF1 Accrd TR     ,2kg-1g Certified Calibration Weight Set OIML Class F1 with an Accredited Certificate      ,"$4,884.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2kg-1g-CLF1-Accrd-TR/p/80780452
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2kg-1g CLF1 No Cert TR   ,2kg-1g Calibration Weight Set OIML Class F1 without a Certificate                         ,"$3,746.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2kg-1g-CLF1-No-Cert-TR/p/80780425
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2kg-1g CLF2 Accrd TR     ,2kg-1g Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate      ,"$4,844.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2kg-1g-CLF2-Accrd-TR/p/30390839
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2kg-1g CLF2 No Cert TR   ,2kg-1g Calibration Weight Set OIML Class F2 without a Certificate                         ,"$3,706.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2kg-1g-CLF2-No-Cert-TR/p/30390816
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2kg-1mg CLE1 Accrd TR    ,2kg-1mg Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate     ,"$11,924.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2kg-1mg-CLE1-Accrd-TR/p/30390914
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2kg-1mg CLE2 Accrd TR    ,2kg-1mg Certified Calibration Weight Set OIML Class E2 with an Accredited Certificate     ,"$6,529.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2kg-1mg-CLE2-Accrd-TR/p/80780397
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2kg-1mg CLF1 Accrd TR    ,2kg-1mg Certified Calibration Weight Set OIML Class F1 with an Accredited Certificate     ,"$6,252.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2kg-1mg-CLF1-Accrd-TR/p/80780451
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2kg-1mg CLF1 No Cert TR  ,2kg-1mg Calibration Weight Set OIML Class F1 without a Certificate                        ,"$4,844.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2kg-1mg-CLF1-No-Cert-TR/p/80780424
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2kg-1mg CLF2 Accrd TR    ,2kg-1mg Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate     ,"$5,976.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2kg-1mg-CLF2-Accrd-TR/p/30390840
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2kg-1mg CLF2 No Cert TR  ,2kg-1mg Calibration Weight Set OIML Class F2 without a Certificate                        ,"$4,201.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2kg-1mg-CLF2-No-Cert-TR/p/30390817
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 2x200g-1g CLE1 Acrd TR   ,(2)200g-1g Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate  ,"$6,192.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-2x200g-1g-CLE1-Acrd-TR/p/30390039
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500g-1g CLE1 Accrd TR    ,500g-1g Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate     ,"$6,695.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500g-1g-CLE1-Accrd-TR/p/30390917
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500g-1g CLE2 Accrd TR    ,500g-1g Certified Calibration Weight Set OIML Class E2 with an Accredited Certificate     ,"$3,349.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500g-1g-CLE2-Accrd-TR/p/80780392
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500g-1g CLF1 Accrd TR    ,500g-1g Certified Calibration Weight Set OIML Class F1 with an Accredited Certificate     ,"$2,731.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500g-1g-CLF1-Accrd-TR/p/80780446
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500g-1g CLF1 No Cert TR  ,500g-1g Calibration Weight Set OIML Class F1 without a Certificate                        ,"$1,863.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500g-1g-CLF1-No-Cert-TR/p/80780419
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500g-1g CLF2 Accrd TR    ,500g-1g Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate     ,"$2,520.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500g-1g-CLF2-Accrd-TR/p/30390843
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500g-1g CLF2 No Cert TR  ,500g-1g Calibration Weight Set OIML Class F2 without a Certificate                        ,"$1,653.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500g-1g-CLF2-No-Cert-TR/p/30390820
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500g-1mg CLE1 Accrd TR   ,500g-1mg Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate    ,"$9,039.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500g-1mg-CLE1-Accrd-TR/p/30390918
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500g-1mg CLE2 Accrd TR   ,500g-1mg Certified Calibration Weight Set OIML Class E2 with an Accredited Certificate    ,"$4,214.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500g-1mg-CLE2-Accrd-TR/p/80780391
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500g-1mg CLF1 Accrd TR   ,500g-1mg Certified Calibration Weight Set OIML Class F1 with an Accredited Certificate    ,"$4,024.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500g-1mg-CLF1-Accrd-TR/p/80780445
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500g-1mg CLF1 No Cert TR ,500g-1mg Calibration Weight Set OIML Class F1 without a Certificate                       ,"$2,507.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500g-1mg-CLF1-No-Cert-TR/p/80780418
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500g-1mg CLF2 Accrd TR   ,500g-1mg Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate    ,"$3,652.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500g-1mg-CLF2-Accrd-TR/p/30390844
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500g-1mg CLF2 No Cert TR ,500g-1mg Calibration Weight Set OIML Class F2 without a Certificate                       ,"$2,134.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500g-1mg-CLF2-No-Cert-TR/p/30390821
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500mg-1mg CLE1 Accrd TR  ,500mg-1mg Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate   ,"$2,845.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500mg-1mg-CLE1-Accrd-TR/p/30390926
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500mg-1mg CLE2 Accrd TR  ,500mg-1mg Certified Calibration Weight Set OIML Class E2 with an Accredited Certificate   ,"$1,707.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500mg-1mg-CLE2-Accrd-TR/p/80780381
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500mg-1mg CLF1 Accrd TR  ,500mg-1mg Certified Calibration Weight Set OIML Class F1 with an Accredited Certificate   ,"$1,348.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500mg-1mg-CLF1-Accrd-TR/p/80780435
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500mg-1mg CLF1 NoCert TR ,500mg-1mg Calibration Weight Set OIML Class F1 without a Certificate                      ,$712.00      ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500mg-1mg-CLF1-NoCert-TR/p/80780408
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500mg-1mg CLF2 Accrd TR  ,500mg-1mg Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate   ,"$1,341.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500mg-1mg-CLF2-Accrd-TR/p/30390852
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 500mg-1mg CLF2 NoCert TR ,500mg-1mg Calibration Weight Set OIML Class F2 without a Certificate                      ,$705.00      ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-500mg-1mg-CLF2-NoCert-TR/p/30390829
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50g-1g CLE1 Accrd TR     ,50g-1g Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate      ,"$4,519.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50g-1g-CLE1-Accrd-TR/p/30390923
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50g-1g CLE2 Accrd TR     ,50g-1g Certified Calibration Weight Set OIML Class E2 with an Accredited Certificate      ,"$1,505.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50g-1g-CLE2-Accrd-TR/p/80780384
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50g-1g CLF1 Accrd TR     ,50g-1g Certified Calibration Weight Set OIML Class F1 with an Accredited Certificate      ,"$1,260.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50g-1g-CLF1-Accrd-TR/p/80780438
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50g-1g CLF1 No Cert TR   ,50g-1g Calibration Weight Set OIML Class F1 without a Certificate                         ,$840.00      ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50g-1g-CLF1-No-Cert-TR/p/80780411
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50g-1g CLF2 Accrd TR     ,50g-1g Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate      ,"$1,247.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50g-1g-CLF2-Accrd-TR/p/30390849
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50g-1g CLF2 No Cert TR   ,50g-1g Calibration Weight Set OIML Class F2 without a Certificate                         ,$827.00      ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50g-1g-CLF2-No-Cert-TR/p/30390826
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50g-1mg CLE1 Accrd TR    ,50g-1mg Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate     ,"$5,858.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50g-1mg-CLE1-Accrd-TR/p/30390924
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50g-1mg CLE2 Accrd TR    ,50g-1mg Certified Calibration Weight Set OIML Class E2 with an Accredited Certificate     ,"$2,510.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50g-1mg-CLE2-Accrd-TR/p/80780383
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50g-1mg CLF1 Accrd TR    ,50g-1mg Certified Calibration Weight Set OIML Class F1 with an Accredited Certificate     ,"$2,453.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50g-1mg-CLF1-Accrd-TR/p/80780437
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50g-1mg CLF1 No Cert TR  ,50g-1mg Calibration Weight Set OIML Class F1 without a Certificate                        ,"$1,382.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50g-1mg-CLF1-No-Cert-TR/p/80780410
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50g-1mg CLF2 Accrd TR    ,50g-1mg Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate     ,"$2,202.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50g-1mg-CLF2-Accrd-TR/p/30390850
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50g-1mg CLF2 No Cert TR  ,50g-1mg Calibration Weight Set OIML Class F2 without a Certificate                        ,"$1,132.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50g-1mg-CLF2-No-Cert-TR/p/30390827
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50kg-1g CLE1 Accrd TR    ,50kg-1g Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate     ,"$52,723.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50kg-1g-CLE1-Accrd-TR/p/30390904
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50kg-1g CLE2 Accrd TR    ,50kg-1g Certified Calibration Weight Set OIML Class E2 with an Accredited Certificate     ,"$30,296.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50kg-1g-CLE2-Accrd-TR/p/80780407
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50kg-1g CLF1 Accrd TR    ,50kg-1g Certified Calibration Weight Set OIML Class F1 with an Accredited Certificate     ,"$21,758.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50kg-1g-CLF1-Accrd-TR/p/80780461
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50kg-1g CLF1 No Cert TR  ,50kg-1g Calibration Weight Set OIML Class F1 without a Certificate                        ,"$19,416.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50kg-1g-CLF1-No-Cert-TR/p/80780433
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50kg-1g CLF2 Accrd TR    ,50kg-1g Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate     ,"$17,073.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50kg-1g-CLF2-Accrd-TR/p/30390830
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50kg-1g CLF2 No Cert TR  ,50kg-1g Calibration Weight Set OIML Class F2 without a Certificate                        ,"$16,791.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50kg-1g-CLF2-No-Cert-TR/p/30390807
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50kg-1mg CLE1 Accrd TR   ,50kg-1mg Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate    ,"$54,397.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50kg-1mg-CLE1-Accrd-TR/p/30390905
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50kg-1mg CLE2 Accrd TR   ,50kg-1mg Certified Calibration Weight Set OIML Class E2 with an Accredited Certificate    ,"$30,796.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50kg-1mg-CLE2-Accrd-TR/p/80780406
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50kg-1mg CLF1 Accrd TR   ,50kg-1mg Certified Calibration Weight Set OIML Class F1 with an Accredited Certificate    ,"$22,596.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50kg-1mg-CLF1-Accrd-TR/p/80780460
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50kg-1mg CLF1 No Cert TR ,50kg-1mg Calibration Weight Set OIML Class F1 without a Certificate                       ,"$20,115.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50kg-1mg-CLF1-No-Cert-TR/p/80780434
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50kg-1mg CLF2 Accrd TR   ,50kg-1mg Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate    ,"$17,909.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50kg-1mg-CLF2-Accrd-TR/p/30390831
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 50kg-1mg CLF2 No Cert TR ,50kg-1mg Calibration Weight Set OIML Class F2 without a Certificate                       ,"$17,142.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-50kg-1mg-CLF2-No-Cert-TR/p/30390808
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5g-1mg CLE1 Accrd TR     ,5g-1mg Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate      ,"$4,519.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5g-1mg-CLE1-Accrd-TR/p/30390925
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5g-1mg CLE2 Accrd TR     ,5g-1mg Certified Calibration Weight Set OIML Class E2 with an Accredited Certificate      ,"$1,966.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5g-1mg-CLE2-Accrd-TR/p/80780382
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5g-1mg CLF1 Accrd TR     ,5g-1mg Certified Calibration Weight Set OIML Class F1 with an Accredited Certificate      ,"$1,388.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5g-1mg-CLF1-Accrd-TR/p/80780436
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5g-1mg CLF1 No Cert TR   ,5g-1mg Calibration Weight Set OIML Class F1 without a Certificate                         ,$820.00      ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5g-1mg-CLF1-No-Cert-TR/p/80780409
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5g-1mg CLF2 Accrd TR     ,5g-1mg Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate      ,"$1,362.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5g-1mg-CLF2-Accrd-TR/p/30390851
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5g-1mg CLF2 No Cert TR   ,5g-1mg Calibration Weight Set OIML Class F2 without a Certificate                         ,$774.00      ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5g-1mg-CLF2-No-Cert-TR/p/30390828
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5kg-1g CLE1 Accrd TR     ,5kg-1g Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate      ,"$14,924.00" ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5kg-1g-CLE1-Accrd-TR/p/30390911
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5kg-1g CLE2 Accrd TR     ,5kg-1g Certified Calibration Weight Set OIML Class E2 with an Accredited Certificate      ,"$7,700.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5kg-1g-CLE2-Accrd-TR/p/80780400
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5kg-1g CLF1 Accrd TR     ,5kg-1g Certified Calibration Weight Set OIML Class F1 with an Accredited Certificate      ,"$7,100.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5kg-1g-CLF1-Accrd-TR/p/80780454
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5kg-1g CLF1 No Cert TR   ,5kg-1g Calibration Weight Set OIML Class F1 without a Certificate                         ,"$5,644.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5kg-1g-CLF1-No-Cert-TR/p/80780427
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5kg-1g CLF2 Accrd TR     ,5kg-1g Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate      ,"$6,301.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5kg-1g-CLF2-Accrd-TR/p/30390837
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5kg-1g CLF2 No Cert TR   ,5kg-1g Calibration Weight Set OIML Class F2 without a Certificate                         ,"$4,844.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5kg-1g-CLF2-No-Cert-TR/p/30390814
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5kg-1kg CLE1 Accrd TR    ,5kg-1kg Certified Calibration Weight Set OIML Class E1 with an Accredited Certificate     ,"$9,374.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5kg-1kg-CLE1-Accrd-TR/p/30390910
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5kg-1kg CLE2 Accrd TR    ,5kg-1kg Certified Calibration Weight Set OIML Class E2 with an Accredited Certificate     ,"$5,171.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5kg-1kg-CLE2-Accrd-TR/p/80780401
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5kg-1kg CLF1 Accrd TR    ,5kg-1kg Certified Calibration Weight Set OIML Class F1 with an Accredited Certificate     ,"$4,896.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5kg-1kg-CLF1-Accrd-TR/p/80780455
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5kg-1kg CLF1 No Cert TR  ,5kg-1kg Calibration Weight Set OIML Class F1 without a Certificate                        ,"$4,497.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5kg-1kg-CLF1-No-Cert-TR/p/80780428
Troemner ,OIML Calibration Weight Sets ,Weight Set OIML 5kg-1kg CLF2 Accrd TR    ,5kg-1kg Certified Calibration Weight Set OIML Class F2 with an Accredited Certificate     ,"$4,621.00"  ,https://www.troemner.com/Calibration-Weights/Balance-Calibration-Weights/OIML-Calibration-Weight-Sets/Weight-Set-OIML-5kg-1kg-CLF2-Accrd-TR/p/30390836
